indicator_id,country_code,currency_code,indicator_key,indicator_name,macro_theme,primary_category,frequency,release_lag_days_median,release_lag_days_avg,is_headline_indicator,is_sub_indicator,headline_target_type,candidate_for_targets,actual_count,first_release_at_utc,last_release_at_utc,processed_at
120,AU,AUD,rba_trimmed_mean_cpi_yoy,RBA Trimmed Mean CPI (YoY),Inflation,inflation,quarterly,118.00,118.12,True,False,,"[""CPI""]",25,2020-01-29T00:30:00+00:00,2026-04-29T01:30:00+00:00,2026-04-24T07:51:03.322738+00:00
121,AU,AUD,export_price_index_qoq,Export Price Index (QoQ),Inflation,inflation,quarterly,119.50,119.35,False,True,,"[""CPI""]",36,2020-01-30T00:30:00+00:00,2026-04-30T01:30:00+00:00,2026-04-24T07:51:03.322738+00:00
122,AU,AUD,import_price_index_qoq,Import Price Index (QoQ),Inflation,inflation,quarterly,119.00,119.30,False,True,,"[""CPI""]",32,2020-01-30T00:30:00+00:00,2026-04-30T01:30:00+00:00,2026-04-24T07:51:03.322738+00:00
123,AU,AUD,producer_price_index_qoq,Producer Price Index (QoQ),Inflation,inflation,quarterly,120.00,120.15,False,True,,"[""CPI""]",25,2020-01-31T00:30:00+00:00,2026-05-01T01:30:00+00:00,2026-04-24T07:51:03.322738+00:00
124,AU,AUD,producer_price_index_yoy,Producer Price Index (YoY),Inflation,inflation,quarterly,120.00,120.15,False,True,,"[""CPI""]",25,2020-01-31T00:30:00+00:00,2026-05-01T01:30:00+00:00,2026-04-24T07:51:03.322738+00:00
125,AU,AUD,commodity_prices_yoy,Commodity Prices (YoY),Inflation,inflation,monthly,31.00,30.78,False,True,,"[""CPI""]",52,2022-01-04T01:30:00+00:00,2026-05-01T06:30:00+00:00,2026-04-24T07:51:03.322738+00:00
126,AU,AUD,unemployment_rate,Unemployment Rate,Labor,labor,monthly,46.00,46.20,True,False,UNEMPLOYMENT,"[""UNEMPLOYMENT"", ""CPI""]",76,2020-01-23T00:30:00+00:00,2026-04-16T01:30:00+00:00,2026-04-24T07:51:03.322738+00:00
127,AU,AUD,employment_change,Employment Change,Labor,labor,monthly,46.00,46.20,True,False,,"[""UNEMPLOYMENT"", ""CPI""]",76,2020-01-23T00:30:00+00:00,2026-04-16T01:30:00+00:00,2026-04-24T07:51:03.322738+00:00
128,AU,AUD,full_time_employment_change,Full-Time Employment Change,Labor,labor,monthly,46.00,46.20,True,False,,"[""UNEMPLOYMENT"", ""CPI""]",76,2020-01-23T00:30:00+00:00,2026-04-16T01:30:00+00:00,2026-04-24T07:51:03.322738+00:00
129,AU,AUD,part_time_employment_change,Part-Time Employment Change,Labor,labor,monthly,46.00,46.20,True,False,,"[""UNEMPLOYMENT"", ""CPI""]",76,2020-01-23T00:30:00+00:00,2026-04-16T01:30:00+00:00,2026-04-24T07:51:03.322738+00:00
130,AU,AUD,cash_rate,Cash Rate,Other,monetary policy,irregular,7.00,9.63,True,False,,[],59,2020-02-04T03:30:00+00:00,2026-05-05T04:30:00+00:00,2026-04-24T07:51:03.322738+00:00
131,AU,AUD,leading_index_mom,Leading Index (MoM),Growth,growth,monthly,49.00,49.71,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",94,2020-01-29T01:00:00+00:00,2026-04-22T01:00:00+00:00,2026-04-24T07:51:03.322738+00:00
132,AU,AUD,private_sector_credit_mom,Private Sector Credit (MoM),Growth,growth,monthly,60.00,58.71,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",74,2020-01-31T00:30:00+00:00,2026-04-30T01:30:00+00:00,2026-04-24T07:51:03.322738+00:00
133,AU,AUD,private_sector_credit_yoy,Private Sector Credit (YoY),Growth,growth,monthly,60.00,58.71,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",75,2020-01-31T00:30:00+00:00,2026-04-30T01:30:00+00:00,2026-04-24T07:51:03.322738+00:00
134,AU,AUD,manufacturing_pmi,Manufacturing PMI,Growth,growth,monthly,22.00,25.10,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",113,2020-01-01T22:00:00+00:00,2026-04-22T23:00:00+00:00,2026-04-24T07:51:03.322738+00:00
135,AU,AUD,services_pmi,Services PMI,Growth,growth,monthly,22.00,26.23,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",122,2020-01-05T22:00:00+00:00,2026-04-22T23:00:00+00:00,2026-04-24T07:51:03.322738+00:00
136,AU,AUD,composite_pmi,Composite PMI,Growth,growth,monthly,31.00,26.64,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",96,2020-01-05T22:00:00+00:00,2026-04-22T23:00:00+00:00,2026-04-24T07:51:03.322738+00:00
137,NZ,NZD,cpi_headline_yoy,Headline CPI (YoY),Inflation,inflation,quarterly,109.00,109.42,True,False,CPI,"[""CPI""]",26,2020-01-23T21:45:00+00:00,2026-04-20T22:45:00+00:00,2026-04-24T07:51:03.322738+00:00
138,NZ,NZD,unemployment_rate,Unemployment Rate,Labor,labor,quarterly,124.00,124.15,True,False,UNEMPLOYMENT,"[""UNEMPLOYMENT"", ""CPI""]",25,2020-02-04T21:45:00+00:00,2026-05-05T22:45:00+00:00,2026-04-24T07:51:03.322738+00:00
139,NZ,NZD,official_cash_rate,Official Cash Rate,Other,monetary policy,irregular,,,True,False,,[],29,2021-11-24T01:00:00+00:00,2026-04-08T02:00:00+00:00,2026-04-24T07:51:03.322738+00:00
140,NZ,NZD,cpi_headline_qoq,Headline CPI (QoQ),Inflation,inflation,quarterly,109.00,109.42,True,False,CPI,"[""CPI""]",26,2020-01-23T21:45:00+00:00,2026-04-20T22:45:00+00:00,2026-04-24T07:51:03.322738+00:00
141,NZ,NZD,consumer_price_index,Consumer Price Index,Inflation,inflation,quarterly,109.00,115.71,False,True,,"[""CPI""]",14,2023-01-24T21:45:00+00:00,2026-04-20T22:45:00+00:00,2026-04-24T07:51:03.322738+00:00
142,NZ,NZD,balance_of_trade,Balance of Trade,Growth,growth,monthly,51.00,51.88,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",76,2020-01-29T21:45:00+00:00,2026-04-19T22:45:00+00:00,2026-04-24T07:51:03.322738+00:00
143,NZ,NZD,balance_of_trade_mom,Balance of Trade (MoM),Growth,growth,monthly,49.00,50.50,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",4,2026-01-28T15:45:00+00:00,2026-04-19T22:45:00+00:00,2026-04-24T07:51:03.322738+00:00
144,NZ,NZD,balance_of_trade_yoy,Balance of Trade (YoY),Growth,growth,monthly,49.00,50.50,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",4,2026-01-28T15:45:00+00:00,2026-04-19T22:45:00+00:00,2026-04-24T07:51:03.322738+00:00
145,NZ,NZD,exports,Exports,Growth,growth,monthly,51.00,51.88,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",76,2020-01-29T21:45:00+00:00,2026-04-19T22:45:00+00:00,2026-04-24T07:51:03.322738+00:00
146,NZ,NZD,imports,Imports,Growth,growth,monthly,51.00,53.19,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",85,2020-01-29T21:45:00+00:00,2026-04-19T22:45:00+00:00,2026-04-24T07:51:03.322738+00:00
147,NZ,NZD,business_confidence,Business Confidence,Growth,growth,monthly,29.00,43.09,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",106,2020-01-13T21:00:00+00:00,2026-04-30T01:00:00+00:00,2026-04-24T07:51:03.322738+00:00
148,NZ,NZD,capacity_utilization,Capacity Utilization,Growth,growth,quarterly,97.00,102.22,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",27,2020-01-13T21:00:00+00:00,2026-04-20T22:00:00+00:00,2026-04-24T07:51:03.322738+00:00
149,NZ,NZD,global_dairy_trade_price_index,Global Dairy Trade Price Index,Growth,growth,irregular,0.00,-0.30,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",207,2020-01-07T14:40:00+00:00,2026-04-21T15:30:00+00:00,2026-04-24T07:51:03.322738+00:00
150,NZ,NZD,milk_auctions,Milk Auctions,Growth,growth,irregular,,,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",22,2024-02-20T15:00:00+00:00,2026-04-21T15:00:00+00:00,2026-04-24T07:51:03.322738+00:00
151,NZ,NZD,credit_card_spending_yoy,Credit Card Spending (YoY),Growth,growth,monthly,51.00,52.67,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",63,2020-10-21T02:00:00+00:00,2026-04-23T03:00:00+00:00,2026-04-24T07:51:03.322738+00:00
152,CA,CAD,cpi_headline_yoy,Headline CPI (YoY),Inflation,inflation,monthly,48.00,48.09,True,False,CPI,"[""CPI""]",102,2020-01-22T13:30:00+00:00,2026-04-20T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
153,CA,CAD,core_cpi_yoy,Core CPI (YoY),Inflation,inflation,monthly,48.00,48.08,True,False,,"[""CPI""]",76,2020-01-22T13:30:00+00:00,2026-04-20T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
154,CA,CAD,unemployment_rate,Unemployment Rate,Labor,labor,monthly,37.00,36.58,True,False,UNEMPLOYMENT,"[""UNEMPLOYMENT"", ""CPI""]",76,2020-01-10T13:30:00+00:00,2026-05-08T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
155,CA,CAD,employment_change,Employment Change,Labor,labor,monthly,37.00,36.58,True,False,,"[""UNEMPLOYMENT"", ""CPI""]",76,2020-01-10T13:30:00+00:00,2026-05-08T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
156,CA,CAD,full_time_employment_change,Full-Time Employment Change,Labor,labor,monthly,37.00,36.58,True,False,,"[""UNEMPLOYMENT"", ""CPI""]",76,2020-01-10T13:30:00+00:00,2026-05-08T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
157,CA,CAD,part_time_employment_change,Part-Time Employment Change,Labor,labor,monthly,37.00,36.58,True,False,,"[""UNEMPLOYMENT"", ""CPI""]",76,2020-01-10T13:30:00+00:00,2026-05-08T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
158,CA,CAD,overnight_rate,Overnight Rate,Other,monetary policy,irregular,,,True,False,,[],44,2020-01-22T15:00:00+00:00,2026-04-29T13:45:00+00:00,2026-04-24T07:51:03.322738+00:00
159,CA,CAD,cpi_headline_mom,Headline CPI (MoM),Inflation,inflation,monthly,48.00,48.10,False,True,CPI,"[""CPI""]",83,2020-01-22T13:30:00+00:00,2026-04-20T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
160,CA,CAD,core_cpi_mom,Core CPI (MoM),Inflation,inflation,monthly,48.00,48.18,False,True,,"[""CPI""]",45,2022-04-20T12:30:00+00:00,2026-04-20T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
161,CA,CAD,boc_business_outlook_survey,BoC Business Outlook Survey,Growth,growth,quarterly,,,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",0,2026-04-20T14:30:00+00:00,2026-04-20T14:30:00+00:00,2026-04-24T07:51:03.322738+00:00
162,CA,CAD,new_housing_price_index_mom,New Housing Price Index (MoM),Inflation,housing,monthly,50.50,50.55,False,True,,"[""CPI""]",65,2020-01-22T13:30:00+00:00,2026-04-22T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
163,CA,CAD,new_housing_price_index_yoy,New Housing Price Index (YoY),Inflation,housing,monthly,50.00,50.62,False,True,,"[""CPI""]",63,2020-01-22T13:30:00+00:00,2026-04-23T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
164,CA,CAD,manufacturing_sales_mom,Manufacturing Sales (MoM),Growth,growth,monthly,73.00,65.43,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",130,2020-01-21T13:30:00+00:00,2026-04-23T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
165,CA,CAD,ppi_yoy,PPI (YoY),Inflation,inflation,monthly,50.50,51.73,False,True,,"[""CPI""]",87,2020-01-06T13:30:00+00:00,2026-04-23T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
166,CA,CAD,ppi_mom,PPI (MoM),Inflation,inflation,monthly,50.50,52.08,False,True,,"[""CPI""]",84,2020-01-06T13:30:00+00:00,2026-04-23T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
167,CA,CAD,raw_materials_prices_yoy,Raw Materials Prices (YoY),Inflation,inflation,monthly,51.00,53.06,False,True,,"[""CPI""]",76,2020-01-06T13:30:00+00:00,2026-04-23T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
168,CA,CAD,raw_materials_prices_mom,Raw Materials Prices (MoM),Inflation,inflation,monthly,51.00,53.21,False,True,,"[""CPI""]",76,2020-01-06T13:30:00+00:00,2026-04-23T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
169,CA,CAD,retail_sales_yoy,Retail Sales (YoY),Growth,growth,monthly,81.00,81.24,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",74,2020-01-24T13:30:00+00:00,2026-04-24T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
170,CA,CAD,retail_sales_ex_autos_mom,Retail Sales Ex Autos (MoM),Growth,growth,monthly,81.00,81.24,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",72,2020-01-24T13:30:00+00:00,2026-04-24T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
171,CA,CAD,budget_balance,Budget Balance,Growth,growth,monthly,87.00,88.60,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",74,2020-01-31T16:00:00+00:00,2026-04-24T15:00:00+00:00,2026-04-24T07:51:03.322738+00:00
172,CH,CHF,cpi_headline_yoy,Headline CPI (YoY),Inflation,inflation,monthly,33.00,33.75,True,False,CPI,"[""CPI""]",78,2020-01-07T07:30:00+00:00,2026-05-05T06:30:00+00:00,2026-04-24T07:51:03.322738+00:00
173,CH,CHF,unemployment_rate,Unemployment Rate,Labor,labor,monthly,37.00,36.45,False,True,UNEMPLOYMENT,"[""UNEMPLOYMENT"", ""CPI""]",76,2020-01-10T06:45:00+00:00,2026-05-07T07:00:00+00:00,2026-04-24T07:51:03.322738+00:00
174,CH,CHF,gdp_qoq,GDP (QoQ),Growth,growth,quarterly,151.00,151.28,True,False,GDP,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",23,2020-03-03T06:45:00+00:00,2026-02-27T08:00:00+00:00,2026-04-24T07:51:03.322738+00:00
175,CH,CHF,policy_rate,SNB Policy Rate,Other,monetary policy,irregular,,,True,False,,[],14,2020-03-19T08:30:00+00:00,2026-03-19T08:30:00+00:00,2026-04-24T07:51:03.322738+00:00
176,CH,CHF,balance_of_trade,Balance of Trade,Growth,growth,monthly,49.00,50.43,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",76,2020-01-28T07:00:00+00:00,2026-04-21T06:00:00+00:00,2026-04-24T07:51:03.322738+00:00
177,CH,CHF,m3_money_supply,M3 Money Supply,Other,monetary policy,monthly,51.00,51.17,False,True,,[],5,2025-12-22T02:00:00+00:00,2026-04-21T07:00:00+00:00,2026-04-24T07:51:03.322738+00:00
178,US,USD,continuing_jobless_claims,Continuing Jobless Claims,Labor,labor,weekly,12.00,13.77,False,True,,"[""UNEMPLOYMENT"", ""CPI""]",179,2020-03-05T13:30:00+00:00,2026-05-07T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
179,US,USD,jobless_claims_4week_average,Jobless Claims 4-Week Average,Labor,labor,weekly,5.00,6.77,False,True,,"[""UNEMPLOYMENT"", ""CPI""]",176,2020-04-02T12:30:00+00:00,2026-05-07T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
180,US,USD,ism_services_business_activity,ISM Services Business Activity,Growth,growth,monthly,34.00,33.59,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",15,2023-05-03T14:00:00+00:00,2026-05-05T14:00:00+00:00,2026-04-24T07:51:03.322738+00:00
181,US,USD,ism_services_employment,ISM Services Employment,Labor,growth,monthly,34.00,33.48,False,True,,"[""UNEMPLOYMENT"", ""CPI""]",26,2020-03-04T15:00:00+00:00,2026-05-05T14:00:00+00:00,2026-04-24T07:51:03.322738+00:00
182,US,USD,new_home_sales,New Home Sales,Growth,housing,monthly,54.00,58.42,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",44,2020-03-24T14:00:00+00:00,2026-05-05T14:00:00+00:00,2026-04-24T07:51:03.322738+00:00
183,US,USD,economic_optimism_index,Economic Optimism Index,Growth,sentiment,monthly,4.00,4.00,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",2,2026-03-03T15:10:00+00:00,2026-05-05T14:10:00+00:00,2026-04-24T07:51:03.322738+00:00
184,US,USD,redbook_yoy,Redbook Retail Sales (YoY),Growth,growth,weekly,3.00,3.06,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",170,2020-03-10T12:55:00+00:00,2026-05-05T12:55:00+00:00,2026-04-24T07:51:03.322738+00:00
185,UK,GBP,niesr_monthly_gdp_tracker,NIESR Monthly GDP Tracker,Growth,growth,monthly,42.00,51.74,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",85,2020-01-13T14:00:00+00:00,2026-04-16T13:30:00+00:00,2026-04-24T07:51:03.322738+00:00
186,UK,GBP,house_price_index_mom,House Price Index (MoM),Growth,housing,monthly,36.00,33.74,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",86,2020-01-08T08:30:00+00:00,2025-12-15T00:01:00+00:00,2026-04-24T07:51:03.322738+00:00
187,EU,EUR,cpi_headline_mom,Headline HICP (MoM),Inflation,inflation,monthly,37.00,38.87,False,True,CPI,"[""CPI""]",135,2020-01-17T10:00:00+00:00,2026-04-30T09:00:00+00:00,2026-04-24T07:51:03.322738+00:00
188,EU,EUR,cpi_index,Consumer Price Index,Inflation,inflation,monthly,35.00,38.37,False,True,,"[""CPI""]",95,2022-03-02T10:00:00+00:00,2026-04-30T09:00:00+00:00,2026-04-24T07:51:03.322738+00:00
189,EU,EUR,economic_sentiment,Economic Sentiment,Growth,sentiment,monthly,28.00,25.80,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",97,2020-01-08T10:00:00+00:00,2026-04-29T09:00:00+00:00,2026-04-24T07:51:03.322738+00:00
190,EU,EUR,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,inflation,monthly,29.00,38.84,False,True,,"[""CPI""]",106,2020-01-08T10:00:00+00:00,2026-04-29T09:00:00+00:00,2026-04-24T07:51:03.322738+00:00
191,JP,JPY,cpi_index,Consumer Price Index,Inflation,inflation,monthly,27.00,31.66,False,True,,"[""CPI""]",89,2020-01-30T23:30:00+00:00,2025-11-27T23:30:00+00:00,2026-04-24T07:51:03.322738+00:00
192,JP,JPY,industrial_production_mom,Industrial Production (MoM),Growth,growth,monthly,59.00,56.15,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",183,2020-01-20T04:30:00+00:00,2026-04-29T23:50:00+00:00,2026-04-24T07:51:03.322738+00:00
193,JP,JPY,industrial_production_yoy,Industrial Production (YoY),Growth,growth,monthly,72.00,67.11,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",146,2020-01-20T04:30:00+00:00,2026-04-29T23:50:00+00:00,2026-04-24T07:51:03.322738+00:00
194,JP,JPY,leading_economic_index,Leading Economic Index,Growth,growth,monthly,71.00,76.15,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",188,2020-01-10T05:00:00+00:00,2026-05-08T05:00:00+00:00,2026-04-24T07:51:03.322738+00:00
195,JP,JPY,coincident_index,Coincident Index,Growth,growth,monthly,72.00,76.26,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",151,2020-01-10T05:00:00+00:00,2026-05-08T05:00:00+00:00,2026-04-24T07:51:03.322738+00:00
196,JP,JPY,machine_tool_orders_yoy,Machine Tool Orders (YoY),Growth,growth,monthly,40.00,40.60,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",80,2020-01-15T06:00:00+00:00,2026-04-09T06:00:00+00:00,2026-04-24T07:51:03.322738+00:00
197,JP,JPY,foreign_bond_investment,Foreign Bond Investment,Growth,trade,weekly,4.00,-5.16,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",329,2020-01-08T23:50:00+00:00,2026-05-06T23:50:00+00:00,2026-04-24T07:51:03.322738+00:00
198,JP,JPY,stock_investment_by_foreigners,Stock Investment by Foreigners,Growth,trade,weekly,4.00,-4.99,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",329,2020-01-08T23:50:00+00:00,2026-05-06T23:50:00+00:00,2026-04-24T07:51:03.322738+00:00
199,AU,AUD,retail_sales_mom,Retail Sales (MoM),Growth,growth,monthly,62.00,61.31,True,False,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",109,2020-01-10T00:30:00+00:00,2025-08-29T01:30:00+00:00,2026-04-24T07:51:03.322738+00:00
200,AU,AUD,building_permits,Building Permits,Growth,housing,monthly,64.00,64.64,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",105,2020-01-08T00:30:00+00:00,2025-12-09T00:30:00+00:00,2026-04-24T07:51:03.322738+00:00
201,AU,AUD,td_mi_inflation_gauge_mom,TD-MI Inflation Gauge (MoM),Inflation,inflation,monthly,33.00,33.60,False,True,,"[""CPI""]",82,2020-01-13T00:00:00+00:00,2026-05-05T01:00:00+00:00,2026-04-24T07:51:03.322738+00:00
202,AU,AUD,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,inflation,monthly,13.00,13.51,False,True,,"[""CPI""]",100,2020-01-23T00:00:00+00:00,2026-04-16T01:00:00+00:00,2026-04-24T07:51:03.322738+00:00
203,AU,AUD,ai_group_manufacturing_index,Ai Group Manufacturing Index,Growth,growth,monthly,31.00,32.14,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",70,2020-01-05T21:30:00+00:00,2026-05-05T23:00:00+00:00,2026-04-24T07:51:03.322738+00:00
204,AU,AUD,ai_group_industry_index,Ai Group Industry Index,Growth,growth,monthly,33.00,32.54,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",36,2023-02-07T22:20:00+00:00,2026-05-05T23:00:00+00:00,2026-04-24T07:51:03.322738+00:00
205,AU,AUD,ai_group_construction_index,Ai Group Construction Index,Growth,growth,monthly,33.00,33.44,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",70,2020-01-07T21:30:00+00:00,2026-05-05T23:00:00+00:00,2026-04-24T07:51:03.322738+00:00
206,NZ,NZD,participation_rate,Labor Force Participation Rate,Labor,labor,quarterly,124.00,124.15,True,False,,"[""UNEMPLOYMENT"", ""CPI""]",25,2020-02-04T21:45:00+00:00,2026-05-05T22:45:00+00:00,2026-04-24T07:51:03.322738+00:00
207,NZ,NZD,employment_change_qoq,Employment Change (QoQ),Labor,labor,quarterly,124.00,124.15,True,False,,"[""UNEMPLOYMENT"", ""CPI""]",22,2020-02-04T21:45:00+00:00,2026-05-05T22:45:00+00:00,2026-04-24T07:51:03.322738+00:00
208,NZ,NZD,labour_cost_index_qoq,Labour Cost Index (QoQ),Inflation,labor,quarterly,124.00,124.15,False,True,,"[""CPI""]",25,2020-02-04T21:45:00+00:00,2026-05-05T22:45:00+00:00,2026-04-24T07:51:03.322738+00:00
209,NZ,NZD,labour_cost_index_yoy,Labour Cost Index (YoY),Inflation,labor,quarterly,124.00,124.15,False,True,,"[""CPI""]",25,2020-02-04T21:45:00+00:00,2026-05-05T22:45:00+00:00,2026-04-24T07:51:03.322738+00:00
210,CA,CAD,retail_sales_mom,Retail Sales (MoM),Growth,growth,monthly,81.00,76.57,True,False,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",85,2020-01-24T13:30:00+00:00,2026-04-24T12:35:00+00:00,2026-04-24T07:51:03.322738+00:00
211,CA,CAD,gdp_mom,GDP (MoM),Growth,growth,monthly,88.00,77.28,True,False,GDP,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",96,2020-01-31T13:30:00+00:00,2026-04-30T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
212,CA,CAD,wholesale_sales_mom,Wholesale Sales (MoM),Growth,growth,monthly,73.00,66.15,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",132,2020-01-22T13:30:00+00:00,2026-04-15T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
213,CA,CAD,imports,Imports,Growth,trade,monthly,65.00,66.57,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",77,2020-01-07T13:30:00+00:00,2026-05-05T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
214,CA,CAD,exports,Exports,Growth,trade,monthly,65.00,66.57,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",77,2020-01-07T13:30:00+00:00,2026-05-05T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
215,CH,CHF,retail_sales_yoy,Retail Sales (YoY),Growth,growth,monthly,61.00,61.14,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",74,2020-01-09T07:30:00+00:00,2026-05-01T06:30:00+00:00,2026-04-24T07:51:03.322738+00:00
216,CH,CHF,economic_sentiment_index,Economic Sentiment Index,Growth,sentiment,monthly,26.00,26.31,False,True,,"[""GDP"", ""CPI"", ""UNEMPLOYMENT""]",74,2020-01-29T09:00:00+00:00,2026-04-29T08:00:00+00:00,2026-04-24T07:51:03.322738+00:00
217,US,USD,core_cpi_index,Core CPI Index,Inflation,inflation,monthly,40.00,40.33,False,True,,"[""CPI""]",3,2026-02-13T07:30:00+00:00,2026-04-10T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
218,US,USD,cpi_index,CPI Index,Inflation,inflation,monthly,42.00,41.52,False,True,,"[""CPI""]",28,2021-04-13T12:30:00+00:00,2026-04-10T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
219,US,USD,cpi_sa_index,CPI SA Index,Inflation,inflation,monthly,42.00,41.94,False,True,,"[""CPI""]",16,2023-04-12T12:30:00+00:00,2026-04-10T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
220,US,USD,core_pce_price_index_mom,Core PCE Price Index (MoM),Inflation,inflation,monthly,58.00,59.55,True,False,,"[""CPI""]",42,2020-03-27T12:30:00+00:00,2026-04-30T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
221,US,USD,core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,inflation,monthly,58.00,59.55,True,False,,"[""CPI""]",45,2020-03-27T12:30:00+00:00,2026-04-30T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
222,US,USD,pce_price_index_mom,PCE Price Index (MoM),Inflation,inflation,monthly,58.00,59.55,True,False,,"[""CPI""]",40,2020-03-27T12:30:00+00:00,2026-04-30T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
223,US,USD,pce_price_index_yoy,PCE Price Index (YoY),Inflation,inflation,monthly,58.00,59.54,True,False,,"[""CPI""]",45,2020-03-27T12:30:00+00:00,2026-04-30T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
224,US,USD,core_pce_prices_qoq,Core PCE Prices (QoQ),Inflation,inflation,quarterly,149.50,152.09,False,True,,"[""CPI""]",41,2020-03-26T12:30:00+00:00,2026-04-30T12:30:00+00:00,2026-04-24T07:51:03.322738+00:00
